"tradingsymbol_nse","instrument_key_nse","instrument_key_bse"
"702AP37","NSE_EQ|IN1020210366","BSE_EQ|IN1020210366"
"STARCEMENT","NSE_EQ|INE460H01021","BSE_EQ|INE460H01021"
"70AP38A","NSE_EQ|IN1020210390","BSE_EQ|IN1020210390"
"1030SFIL28","NSE_EQ|INE244L07283","BSE_EQ|INE244L07283"
"NILAINFRA","NSE_EQ|INE937C01029","BSE_EQ|INE937C01029"
"SWANENERGY","NSE_EQ|INE665A01038","BSE_EQ|INE665A01038"
"MARICO","NSE_EQ|INE196A01026","BSE_EQ|INE196A01026"
"FCSSOFT","NSE_EQ|INE512B01022","BSE_EQ|INE512B01022"
"CONCORDBIO","NSE_EQ|INE338H01029","BSE_EQ|INE338H01029"
"AJMERA","NSE_EQ|INE298G01027","BSE_EQ|INE298G01027"
"JAICORPLTD","NSE_EQ|INE070D01027","BSE_EQ|INE070D01027"
"PRUDENT","NSE_EQ|INE00F201020","BSE_EQ|INE00F201020"
"JYOTISTRUC","NSE_EQ|INE197A01024","BSE_EQ|INE197A01024"
"SHARDACROP","NSE_EQ|INE221J01015","BSE_EQ|INE221J01015"
"BALKRISIND","NSE_EQ|INE787D01026","BSE_EQ|INE787D01026"
"TRITURBINE","NSE_EQ|INE152M01016","BSE_EQ|INE152M01016"
"SUZLON","NSE_EQ|INE040H01021","BSE_EQ|INE040H01021"
"AKUMS","NSE_EQ|INE09XN01023","BSE_EQ|INE09XN01023"
"GSEC10IETF","NSE_EQ|INF109KC18O0","BSE_EQ|INF109KC18O0"
"TGBHOTELS","NSE_EQ|INE797H01018","BSE_EQ|INE797H01018"
"GOLDTECH","NSE_EQ|INE805A01014","BSE_EQ|INE805A01014"
"ANUHPHR","NSE_EQ|INE489G01022","BSE_EQ|INE489G01022"
"HBSL","NSE_EQ|INE550B01022","BSE_EQ|INE550B01022"
"LASA","NSE_EQ|INE670X01014","BSE_EQ|INE670X01014"
"761GS2030","NSE_EQ|IN0020160019","BSE_EQ|IN0020160019"
"891IIFCL34","NSE_EQ|INE787H07370","BSE_EQ|INE787H07370"
"OILIETF","NSE_EQ|INF109KC18W3","BSE_EQ|INF109KC18W3"
"FINOPB","NSE_EQ|INE02NC01014","BSE_EQ|INE02NC01014"
"697GS2026","NSE_EQ|IN0020160035","BSE_EQ|IN0020160035"
"SUMMITSEC","NSE_EQ|INE519C01017","BSE_EQ|INE519C01017"
"REGENCERAM","NSE_EQ|INE277C01012","BSE_EQ|INE277C01012"
"EMAMIPAP","NSE_EQ|INE830C01026","BSE_EQ|INE830C01026"
"QUAL30IETF","NSE_EQ|INF109KC18V5","BSE_EQ|INF109KC18V5"
"PVTBANIETF","NSE_EQ|INF109KC18U7","BSE_EQ|INF109KC18U7"
"PROZONER","NSE_EQ|INE195N01013","BSE_EQ|INE195N01013"
"EMBASSY","NSE_EQ|INE041025011","BSE_EQ|INE041025011"
"662GS2051","NSE_EQ|IN0020160092","BSE_EQ|IN0020160092"
"WELENT","NSE_EQ|INE625G01013","BSE_EQ|INE625G01013"
"706GS2046","NSE_EQ|IN0020160068","BSE_EQ|IN0020160068"
"SIRCA","NSE_EQ|INE792Z01011","BSE_EQ|INE792Z01011"
"866IIFC34B","NSE_EQ|INE787H07347","BSE_EQ|INE787H07347"
"CAPTRUST","NSE_EQ|INE707C01018","BSE_EQ|INE707C01018"
"ORIENTELEC","NSE_EQ|INE142Z01019","BSE_EQ|INE142Z01019"
"LT","NSE_EQ|INE018A01030","BSE_EQ|INE018A01030"
"INDOCO","NSE_EQ|INE873D01024","BSE_EQ|INE873D01024"
"DVL","NSE_EQ|INE477B01010","BSE_EQ|INE477B01010"
"715AP37","NSE_EQ|IN1020210176","BSE_EQ|IN1020210176"
"INDUSTOWER","NSE_EQ|INE121J01017","BSE_EQ|INE121J01017"
"BANARBEADS","NSE_EQ|INE655B01011","BSE_EQ|INE655B01011"
"712AP35","NSE_EQ|IN1020210192","BSE_EQ|IN1020210192"
"COMMOIETF","NSE_EQ|INF109KC19O8","BSE_EQ|INF109KC19O8"
"PEL","NSE_EQ|INE140A01024","BSE_EQ|INE140A01024"
"STEELCAS","NSE_EQ|INE124E01020","BSE_EQ|INE124E01020"
"FMCGIETF","NSE_EQ|INF109KC19V3","BSE_EQ|INF109KC19V3"
"LOWVOLIETF","NSE_EQ|INF109KC19U5","BSE_EQ|INF109KC19U5"
"KEC","NSE_EQ|INE389H01022","BSE_EQ|INE389H01022"
"KSB","NSE_EQ|INE999A01023","BSE_EQ|INE999A01023"
"ATGL","NSE_EQ|INE399L01023","BSE_EQ|INE399L01023"
"METALIETF","NSE_EQ|INF109KC19W1","BSE_EQ|INF109KC19W1"
"MURUDCERA","NSE_EQ|INE692B01014","BSE_EQ|INE692B01014"
"ABREL","NSE_EQ|INE055A01016","BSE_EQ|INE055A01016"
"IVP","NSE_EQ|INE043C01018","BSE_EQ|INE043C01018"
"CORALFINAC","NSE_EQ|INE558D01021","BSE_EQ|INE558D01021"
"975SCL28","NSE_EQ|INE148I07KP6","BSE_EQ|INE148I07KP6"
"1050SFIL28","NSE_EQ|INE244L07531","BSE_EQ|INE244L07531"
"ARIHANTCAP","NSE_EQ|INE420B01036","BSE_EQ|INE420B01036"
"957SFIL28","NSE_EQ|INE244L07549","BSE_EQ|INE244L07549"
"890SFIL23A","NSE_EQ|INE244L07523","BSE_EQ|INE244L07523"
"INDOAMIN","NSE_EQ|INE760F01028","BSE_EQ|INE760F01028"
"925SCL26","NSE_EQ|INE148I07KM3","BSE_EQ|INE148I07KM3"
"889SCL26","NSE_EQ|INE148I07KN1","BSE_EQ|INE148I07KN1"
"1003SFIL28","NSE_EQ|INE244L07556","BSE_EQ|INE244L07556"
"IDFCFIRSTB","NSE_EQ|INE092T01019","BSE_EQ|INE092T01019"
"866SFIL23A","NSE_EQ|INE244L07564","BSE_EQ|INE244L07564"
"925ERFL28","NSE_EQ|INE528S07128","BSE_EQ|INE528S07128"
"KRBL","NSE_EQ|INE001B01026","BSE_EQ|INE001B01026"
"JUBLPHARMA","NSE_EQ|INE700A01033","BSE_EQ|INE700A01033"
"BLISSGVS","NSE_EQ|INE416D01022","BSE_EQ|INE416D01022"
"888ERFL28","NSE_EQ|INE528S07110","BSE_EQ|INE528S07110"
"TEXRAIL","NSE_EQ|INE621L01012","BSE_EQ|INE621L01012"
"PTL","NSE_EQ|INE034D01049","BSE_EQ|INE034D01049"
"PETRONET","NSE_EQ|INE347G01014","BSE_EQ|INE347G01014"
"MRPL","NSE_EQ|INE103A01014","BSE_EQ|INE103A01014"
"CGPOWER","NSE_EQ|INE067A01029","BSE_EQ|INE067A01029"
"GPTHEALTH","NSE_EQ|INE486R01017","BSE_EQ|INE486R01017"
"744TS46","NSE_EQ|IN4520230439","BSE_EQ|IN4520230439"
"GRAVITA","NSE_EQ|INE024L01027","BSE_EQ|INE024L01027"
"AMBICAAGAR","NSE_EQ|INE792B01012","BSE_EQ|INE792B01012"
"APOLLOTYRE","NSE_EQ|INE438A01022","BSE_EQ|INE438A01022"
"SARLAPOLY","NSE_EQ|INE453D01025","BSE_EQ|INE453D01025"
"HPAL","NSE_EQ|INE0GSL01024","BSE_EQ|INE0GSL01024"
"965SFL27","NSE_EQ|INE244L07606","BSE_EQ|INE244L07606"
