"tradingsymbol","instrument_key_nse","instrument_key_bse"
"PRINCEPIPE","NSE_EQ|INE689W01016","BSE_EQ|INE689W01016"
"PRITIKAUTO","NSE_EQ|INE583R01029","BSE_EQ|INE583R01029"
"PRIVISCL","NSE_EQ|INE959A01019","BSE_EQ|INE959A01019"
"PROTEAN","NSE_EQ|INE004A01022","BSE_EQ|INE004A01022"
"PROZONER","NSE_EQ|INE195N01013","BSE_EQ|INE195N01013"
"PRSMJOHNSN","NSE_EQ|INE010A01011","BSE_EQ|INE010A01011"
"PRUDENT","NSE_EQ|INE00F201020","BSE_EQ|INE00F201020"
"PRUDMOULI","NSE_EQ|INE024D01016","BSE_EQ|INE024D01016"
"PSB","NSE_EQ|INE608A01012","BSE_EQ|INE608A01012"
"PSPPROJECT","NSE_EQ|INE488V01015","BSE_EQ|INE488V01015"
"PSUBANK","NSE_EQ|INF373I01023","BSE_EQ|INF373I01023"
"PSUBANKADD","NSE_EQ|INF740KA1SY9","BSE_EQ|INF740KA1SY9"
"PSUBNKBEES","NSE_EQ|INF204KB16I7","BSE_EQ|INF204KB16I7"
"PSUBNKIETF","NSE_EQ|INF109KC10S8","BSE_EQ|INF109KC10S8"
"PTC","NSE_EQ|INE877F01012","BSE_EQ|INE877F01012"
"PTCIL","NSE_EQ|INE596F01018","BSE_EQ|INE596F01018"
"PTL","NSE_EQ|INE034D01049","BSE_EQ|INE034D01049"
"PUNJABCHEM","NSE_EQ|INE277B01014","BSE_EQ|INE277B01014"
"PURVA","NSE_EQ|INE323I01011","BSE_EQ|INE323I01011"
"PVP","NSE_EQ|INE362A01016","BSE_EQ|INE362A01016"
"PVRINOX","NSE_EQ|INE191H01014","BSE_EQ|INE191H01014"
"PVSL","NSE_EQ|INE772T01024","BSE_EQ|INE772T01024"
"PVTBANIETF","NSE_EQ|INF109KC18U7","BSE_EQ|INF109KC18U7"
"PVTBANKADD","NSE_EQ|INF740KA1TA7","BSE_EQ|INF740KA1TA7"
"PYRAMID","NSE_EQ|INE0MIS01010","BSE_EQ|INE0MIS01010"
"QGOLDHALF","NSE_EQ|INF082J01408","BSE_EQ|INF082J01408"
"QNIFTY","NSE_EQ|INF082J01028","BSE_EQ|INF082J01028"
"QPOWER","NSE_EQ|INE0SII01026","BSE_EQ|INE0SII01026"
"QUADFUTURE","NSE_EQ|INE0LRY01011","BSE_EQ|INE0LRY01011"
"QUAL30IETF","NSE_EQ|INF109KC18V5","BSE_EQ|INF109KC18V5"
"QUESS","NSE_EQ|INE615P01015","BSE_EQ|INE615P01015"
"QUICKHEAL","NSE_EQ|INE306L01010","BSE_EQ|INE306L01010"
"RACE","NSE_EQ|INE084Q01012","BSE_EQ|INE084Q01012"
"RACLGEAR","NSE_EQ|INE704B01017","BSE_EQ|INE704B01017"
"RADAAN","NSE_EQ|INE874F01027","BSE_EQ|INE874F01027"
"RADHIKAJWE","NSE_EQ|INE583V01021","BSE_EQ|INE583V01021"
"RADIANTCMS","NSE_EQ|INE855R01021","BSE_EQ|INE855R01021"
"RADICO","NSE_EQ|INE944F01028","BSE_EQ|INE944F01028"
"RADIOCITY","NSE_EQ|INE919I01024","BSE_EQ|INE919I01024"
"RAILTEL","NSE_EQ|INE0DD101019","BSE_EQ|INE0DD101019"
"RAIN","NSE_EQ|INE855B01025","BSE_EQ|INE855B01025"
"RAINBOW","NSE_EQ|INE961O01016","BSE_EQ|INE961O01016"
"RAJESHEXPO","NSE_EQ|INE343B01030","BSE_EQ|INE343B01030"
"RAJRATAN","NSE_EQ|INE451D01029","BSE_EQ|INE451D01029"
"RAJRILTD","NSE_EQ|INE533D01032","BSE_EQ|INE533D01032"
"RAJSREESUG","NSE_EQ|INE562B01019","BSE_EQ|INE562B01019"
"RAJTV","NSE_EQ|INE952H01027","BSE_EQ|INE952H01027"
"RALLIS","NSE_EQ|INE613A01020","BSE_EQ|INE613A01020"
"RAMANEWS","NSE_EQ|INE278B01020","BSE_EQ|INE278B01020"
"RAMAPHO","NSE_EQ|INE809A01032","BSE_EQ|INE809A01032"
"RAMASTEEL","NSE_EQ|INE230R01035","BSE_EQ|INE230R01035"
"RAMCOCEM","NSE_EQ|INE331A01037","BSE_EQ|INE331A01037"
"RAMCOIND","NSE_EQ|INE614A01028","BSE_EQ|INE614A01028"
"RAMCOSYS","NSE_EQ|INE246B01019","BSE_EQ|INE246B01019"
"RAMKY","NSE_EQ|INE874I01013","BSE_EQ|INE874I01013"
"RAMRAT","NSE_EQ|INE207E01023","BSE_EQ|INE207E01023"
"RANASUG","NSE_EQ|INE625B01014","BSE_EQ|INE625B01014"
"RANEENGINE","NSE_EQ|INE222J01013","BSE_EQ|INE222J01013"
"RANEHOLDIN","NSE_EQ|INE384A01010","BSE_EQ|INE384A01010"
"RATEGAIN","NSE_EQ|INE0CLI01024","BSE_EQ|INE0CLI01024"
"RATNAMANI","NSE_EQ|INE703B01027","BSE_EQ|INE703B01027"
"RATNAVEER","NSE_EQ|INE05CZ01011","BSE_EQ|INE05CZ01011"
"RAYMOND","NSE_EQ|INE301A01014","BSE_EQ|INE301A01014"
"RAYMONDLSL","NSE_EQ|INE02ID01020","BSE_EQ|INE02ID01020"
"RBA","NSE_EQ|INE07T201019","BSE_EQ|INE07T201019"
"RBL","NSE_EQ|INE244J01017","BSE_EQ|INE244J01017"
"RBLBANK","NSE_EQ|INE976G01028","BSE_EQ|INE976G01028"
"RBZJEWEL","NSE_EQ|INE0PEQ01016","BSE_EQ|INE0PEQ01016"
"RCF","NSE_EQ|INE027A01015","BSE_EQ|INE027A01015"
"RECLTD","NSE_EQ|INE020B01018","BSE_EQ|INE020B01018"
"REDINGTON","NSE_EQ|INE891D01026","BSE_EQ|INE891D01026"
"REDTAPE","NSE_EQ|INE0LXT01019","BSE_EQ|INE0LXT01019"
"REFEX","NSE_EQ|INE056I01025","BSE_EQ|INE056I01025"
"REGENCERAM","NSE_EQ|INE277C01012","BSE_EQ|INE277C01012"
"RELAXO","NSE_EQ|INE131B01039","BSE_EQ|INE131B01039"
"RELCHEMQ","NSE_EQ|INE750D01016","BSE_EQ|INE750D01016"
"RELIABLE","NSE_EQ|INE375Y01018","BSE_EQ|INE375Y01018"
"RELIANCE","NSE_EQ|INE002A01018","BSE_EQ|INE002A01018"
"RELIGARE","NSE_EQ|INE621H01010","BSE_EQ|INE621H01010"
"RELINFRA","NSE_EQ|INE036A01016","BSE_EQ|INE036A01016"
"RELTD","NSE_EQ|INE206N01018","BSE_EQ|INE206N01018"
"REMSONSIND","NSE_EQ|INE474C01023","BSE_EQ|INE474C01023"
"RENUKA","NSE_EQ|INE087H01022","BSE_EQ|INE087H01022"
"REPCOHOME","NSE_EQ|INE612J01015","BSE_EQ|INE612J01015"
"RESPONIND","NSE_EQ|INE688D01026","BSE_EQ|INE688D01026"
"RETAIL","NSE_EQ|INE03DD01011","BSE_EQ|INE03DD01011"
"RGL","NSE_EQ|INE722H01024","BSE_EQ|INE722H01024"
"RHFL","NSE_EQ|INE217K01011","BSE_EQ|INE217K01011"
"RHIM","NSE_EQ|INE743M01012","BSE_EQ|INE743M01012"
"RHL","NSE_EQ|INE508K01013","BSE_EQ|INE508K01013"
"RICOAUTO","NSE_EQ|INE209B01025","BSE_EQ|INE209B01025"
"RIIL","NSE_EQ|INE046A01015","BSE_EQ|INE046A01015"
"RISHABH","NSE_EQ|INE0N2P01017","BSE_EQ|INE0N2P01017"
"RITCO","NSE_EQ|INE01EG01016","BSE_EQ|INE01EG01016"
"RITES","NSE_EQ|INE320J01015","BSE_EQ|INE320J01015"
"RKDL","NSE_EQ|INE722J01012","BSE_EQ|INE722J01012"
"RKFORGE","NSE_EQ|INE399G01023","BSE_EQ|INE399G01023"
"RKSWAMY","NSE_EQ|INE0NQ801033","BSE_EQ|INE0NQ801033"
"RML","NSE_EQ|INE050H01012","BSE_EQ|INE050H01012"
"ROADSTAR","NSE_EQ|INE0JEI23010","BSE_EQ|INE0JEI23010"
"ROHLTD","NSE_EQ|INE283H01019","BSE_EQ|INE283H01019"
"ROLEXRINGS","NSE_EQ|INE645S01016","BSE_EQ|INE645S01016"
"ROLLT","NSE_EQ|INE927A01040","BSE_EQ|INE927A01040"
"ROLTA","NSE_EQ|INE293A01013","BSE_EQ|INE293A01013"
"ROML","NSE_EQ|INE294G01026","BSE_EQ|INE294G01026"
"ROSSARI","NSE_EQ|INE02A801020","BSE_EQ|INE02A801020"
"ROSSELLIND","NSE_EQ|INE847C01020","BSE_EQ|INE847C01020"
"ROSSTECH","NSE_EQ|INE0OJW01016","BSE_EQ|INE0OJW01016"
"ROTO","NSE_EQ|INE535D01037","BSE_EQ|INE535D01037"
"ROUTE","NSE_EQ|INE450U01017","BSE_EQ|INE450U01017"
"RPEL","NSE_EQ|INE912T01018","BSE_EQ|INE912T01018"
"RPGLIFE","NSE_EQ|INE105J01010","BSE_EQ|INE105J01010"
"RPOWER","NSE_EQ|INE614G01033","BSE_EQ|INE614G01033"
"RPPINFRA","NSE_EQ|INE324L01013","BSE_EQ|INE324L01013"
"RPSGVENT","NSE_EQ|INE425Y01011","BSE_EQ|INE425Y01011"
"RPTECH","NSE_EQ|INE0J1F01024","BSE_EQ|INE0J1F01024"
"RRKABEL","NSE_EQ|INE777K01022","BSE_EQ|INE777K01022"
"RSSOFTWARE","NSE_EQ|INE165B01029","BSE_EQ|INE165B01029"
"RSWM","NSE_EQ|INE611A01016","BSE_EQ|INE611A01016"
"RSYSTEMS","NSE_EQ|INE411H01032","BSE_EQ|INE411H01032"
"RTNINDIA","NSE_EQ|INE834M01019","BSE_EQ|INE834M01019"
"RTNPOWER","NSE_EQ|INE399K01017","BSE_EQ|INE399K01017"
"RUBFILA","NSE_EQ|INE642C01025","BSE_EQ|INE642C01025"
"RUBYMILLS","NSE_EQ|INE301D01026","BSE_EQ|INE301D01026"
"RUCHINFRA","NSE_EQ|INE413B01023","BSE_EQ|INE413B01023"
"RUCHIRA","NSE_EQ|INE803H01014","BSE_EQ|INE803H01014"
"RUPA","NSE_EQ|INE895B01021","BSE_EQ|INE895B01021"
"RUSHIL","NSE_EQ|INE573K01025","BSE_EQ|INE573K01025"
"RUSTOMJEE","NSE_EQ|INE263M01029","BSE_EQ|INE263M01029"
"RVHL","NSE_EQ|INE09E501017","BSE_EQ|INE09E501017"
"RVNL","NSE_EQ|INE415G01027","BSE_EQ|INE415G01027"
"RVTH","NSE_EQ|INE0DAB01012","BSE_EQ|INE0DAB01012"
"S&SPOWER","NSE_EQ|INE902B01017","BSE_EQ|INE902B01017"
"SABEVENTS","NSE_EQ|INE860T01019","BSE_EQ|INE860T01019"
"SABTNL","NSE_EQ|INE416A01044","BSE_EQ|INE416A01044"
"SADBHAV","NSE_EQ|INE226H01026","BSE_EQ|INE226H01026"
"SADBHIN","NSE_EQ|INE764L01010","BSE_EQ|INE764L01010"
"SADHNANIQ","NSE_EQ|INE888C01040","BSE_EQ|INE888C01040"
"SAFARI","NSE_EQ|INE429E01023","BSE_EQ|INE429E01023"
"SAGCEM","NSE_EQ|INE229C01021","BSE_EQ|INE229C01021"
"SAGILITY","NSE_EQ|INE0W2G01015","BSE_EQ|INE0W2G01015"
"SAH","NSE_EQ|INE035801013","BSE_EQ|INE035801013"
"SAHYADRI","NSE_EQ|INE280H01015","BSE_EQ|INE280H01015"
"SAIL","NSE_EQ|INE114A01011","BSE_EQ|INE114A01011"
"SAILIFE","NSE_EQ|INE570L01029","BSE_EQ|INE570L01029"
"SAKHTISUG","NSE_EQ|INE623A01011","BSE_EQ|INE623A01011"
"SAKSOFT","NSE_EQ|INE667G01023","BSE_EQ|INE667G01023"
"SAKUMA","NSE_EQ|INE190H01024","BSE_EQ|INE190H01024"
"SALASAR","NSE_EQ|INE170V01027","BSE_EQ|INE170V01027"
"SALSTEEL","NSE_EQ|INE658G01014","BSE_EQ|INE658G01014"
"SALZERELEC","NSE_EQ|INE457F01013","BSE_EQ|INE457F01013"
"SAMBHAAV","NSE_EQ|INE699B01027","BSE_EQ|INE699B01027"
"SAMHI","NSE_EQ|INE08U801020","BSE_EQ|INE08U801020"
"SAMMAANCAP","NSE_EQ|INE148I01020","BSE_EQ|INE148I01020"
"SAMPANN","NSE_EQ|INE735M01018","BSE_EQ|INE735M01018"
"SANATHAN","NSE_EQ|INE0JPD01013","BSE_EQ|INE0JPD01013"
"SANDESH","NSE_EQ|INE583B01015","BSE_EQ|INE583B01015"
"SANDHAR","NSE_EQ|INE278H01035","BSE_EQ|INE278H01035"
"SANDUMA","NSE_EQ|INE149K01016","BSE_EQ|INE149K01016"
"SANGAMIND","NSE_EQ|INE495C01010","BSE_EQ|INE495C01010"
"SANGHIIND","NSE_EQ|INE999B01013","BSE_EQ|INE999B01013"
"SANGHVIMOV","NSE_EQ|INE989A01032","BSE_EQ|INE989A01032"
"SANOFI","NSE_EQ|INE058A01010","BSE_EQ|INE058A01010"
"SANSERA","NSE_EQ|INE953O01021","BSE_EQ|INE953O01021"
"SANSTAR","NSE_EQ|INE08NE01025","BSE_EQ|INE08NE01025"
"SANWARIA","NSE_EQ|INE890C01046","BSE_EQ|INE890C01046"
"SAPPHIRE","NSE_EQ|INE806T01020","BSE_EQ|INE806T01020"
"SARDAEN","NSE_EQ|INE385C01021","BSE_EQ|INE385C01021"
"SAREGAMA","NSE_EQ|INE979A01025","BSE_EQ|INE979A01025"
"SARLAPOLY","NSE_EQ|INE453D01025","BSE_EQ|INE453D01025"
"SARVESHWAR","NSE_EQ|INE324X01026","BSE_EQ|INE324X01026"
"SASKEN","NSE_EQ|INE231F01020","BSE_EQ|INE231F01020"
"SASTASUNDR","NSE_EQ|INE019J01013","BSE_EQ|INE019J01013"
"SATIA","NSE_EQ|INE170E01023","BSE_EQ|INE170E01023"
"SATIN","NSE_EQ|INE836B01017","BSE_EQ|INE836B01017"
"SATINDLTD","NSE_EQ|INE065D01027","BSE_EQ|INE065D01027"
"SAURASHCEM","NSE_EQ|INE626A01014","BSE_EQ|INE626A01014"
"SBC","NSE_EQ|INE04AK01028","BSE_EQ|INE04AK01028"
"SBCL","NSE_EQ|INE386D01027","BSE_EQ|INE386D01027"
"SBFC","NSE_EQ|INE423Y01016","BSE_EQ|INE423Y01016"
"SBGLP","NSE_EQ|INE05ST01028","BSE_EQ|INE05ST01028"
"SBICARD","NSE_EQ|INE018E01016","BSE_EQ|INE018E01016"
"SBILIFE","NSE_EQ|INE123W01016","BSE_EQ|INE123W01016"
"SBIN","NSE_EQ|INE062A01020","BSE_EQ|INE062A01020"
"SBINEQWETF","NSE_EQ|INF200KB1282","BSE_EQ|INF200KB1282"
"SBISILVER","NSE_EQ|INF200KB1217","BSE_EQ|INF200KB1217"
"SCFL310524","NSE_EQ|INE148I07TB7","BSE_EQ|INE148I07TB7"
"SCHAEFFLER","NSE_EQ|INE513A01022","BSE_EQ|INE513A01022"
"SCHAND","NSE_EQ|INE807K01035","BSE_EQ|INE807K01035"
"SCHNEIDER","NSE_EQ|INE839M01018","BSE_EQ|INE839M01018"
"SCI","NSE_EQ|INE109A01011","BSE_EQ|INE109A01011"
"SCILAL","NSE_EQ|INE0PB301013","BSE_EQ|INE0PB301013"
"SCPL","NSE_EQ|INE501Y01019","BSE_EQ|INE501Y01019"
"SDBL","NSE_EQ|INE480C01038","BSE_EQ|INE480C01038"
"SEAMECLTD","NSE_EQ|INE497B01018","BSE_EQ|INE497B01018"
"SECMARK","NSE_EQ|INE0BTM01013","BSE_EQ|INE0BTM01013"
"SECURKLOUD","NSE_EQ|INE650K01021","BSE_EQ|INE650K01021"
"SELAN","NSE_EQ|INE818A01017","BSE_EQ|INE818A01017"
"SELMC","NSE_EQ|INE105I01020","BSE_EQ|INE105I01020"
"SEMAC","NSE_EQ|INE617A01013","BSE_EQ|INE617A01013"
"SENCO","NSE_EQ|INE602W01027","BSE_EQ|INE602W01027"
"SENORES","NSE_EQ|INE0RB801010","BSE_EQ|INE0RB801010"
"SENSEXADD","NSE_EQ|INF740KA1SZ6","BSE_EQ|INF740KA1SZ6"
"SENSEXETF","NSE_EQ|INF769K01KT9","BSE_EQ|INF769K01KT9"
"SENSEXIETF","NSE_EQ|INF346A01034","BSE_EQ|INF346A01034"
"SEPC","NSE_EQ|INE964H01014","BSE_EQ|INE964H01014"
"SEQUENT","NSE_EQ|INE807F01027","BSE_EQ|INE807F01027"
"SESHAPAPER","NSE_EQ|INE630A01024","BSE_EQ|INE630A01024"
"SETCO","NSE_EQ|INE878E01021","BSE_EQ|INE878E01021"
"SETFGOLD","NSE_EQ|INF200KA16D8","BSE_EQ|INF200KA16D8"
"SETFNIF50","NSE_EQ|INF200KA1FS1","BSE_EQ|INF200KA1FS1"
"SETFNIFBK","NSE_EQ|INF200KA1580","BSE_EQ|INF200KA1580"
"SETUINFRA","NSE_EQ|INE023M01027","BSE_EQ|INE023M01027"
"SEYAIND","NSE_EQ|INE573R01012","BSE_EQ|INE573R01012"
"SFL","NSE_EQ|INE916U01025","BSE_EQ|INE916U01025"
"SGIL","NSE_EQ|INE00QT01015","BSE_EQ|INE00QT01015"
"SGL","NSE_EQ|INE353H01010","BSE_EQ|INE353H01010"
"SGLTL","NSE_EQ|INE0M4D01010","BSE_EQ|INE0M4D01010"
"SHAH","NSE_EQ|INE482J01021","BSE_EQ|INE482J01021"
"SHAHALLOYS","NSE_EQ|INE640C01011","BSE_EQ|INE640C01011"
"SHAKTIPUMP","NSE_EQ|INE908D01010","BSE_EQ|INE908D01010"
"SHALBY","NSE_EQ|INE597J01018","BSE_EQ|INE597J01018"
"SHALPAINTS","NSE_EQ|INE849C01026","BSE_EQ|INE849C01026"
"SHANKARA","NSE_EQ|INE274V01019","BSE_EQ|INE274V01019"
"SHANTIGEAR","NSE_EQ|INE631A01022","BSE_EQ|INE631A01022"
"SHARDACROP","NSE_EQ|INE221J01015","BSE_EQ|INE221J01015"
"SHARDAMOTR","NSE_EQ|INE597I01028","BSE_EQ|INE597I01028"
"SHAREINDIA","NSE_EQ|INE932X01026","BSE_EQ|INE932X01026"
"SHARIABEES","NSE_EQ|INF732E01128","BSE_EQ|INF732E01128"
"SHEKHAWATI","NSE_EQ|INE268L01046","BSE_EQ|INE268L01046"
"SHEMAROO","NSE_EQ|INE363M01019","BSE_EQ|INE363M01019"
"SHILPAMED","NSE_EQ|INE790G01031","BSE_EQ|INE790G01031"
"SHIVALIK","NSE_EQ|INE788J01021","BSE_EQ|INE788J01021"
"SHIVAMAUTO","NSE_EQ|INE637H01024","BSE_EQ|INE637H01024"
"SHIVAMILLS","NSE_EQ|INE644Y01017","BSE_EQ|INE644Y01017"
"SHIVATEX","NSE_EQ|INE705C01020","BSE_EQ|INE705C01020"
"SHK","NSE_EQ|INE500L01026","BSE_EQ|INE500L01026"
"SHOPERSTOP","NSE_EQ|INE498B01024","BSE_EQ|INE498B01024"
"SHREDIGCEM","NSE_EQ|INE232A01011","BSE_EQ|INE232A01011"
"SHREECEM","NSE_EQ|INE070A01015","BSE_EQ|INE070A01015"
"SHREEPUSHK","NSE_EQ|INE712K01011","BSE_EQ|INE712K01011"
"SHREERAMA","NSE_EQ|INE879A01019","BSE_EQ|INE879A01019"
"SHREYANIND","NSE_EQ|INE231C01019","BSE_EQ|INE231C01019"
"SHRIPISTON","NSE_EQ|INE526E01018","BSE_EQ|INE526E01018"
"SHRIRAMFIN","NSE_EQ|INE721A01047","BSE_EQ|INE721A01047"
"SHRIRAMPPS","NSE_EQ|INE217L01019","BSE_EQ|INE217L01019"
"SHYAMCENT","NSE_EQ|INE979R01011","BSE_EQ|INE979R01011"
"SHYAMMETL","NSE_EQ|INE810G01011","BSE_EQ|INE810G01011"
"SHYAMTEL","NSE_EQ|INE635A01023","BSE_EQ|INE635A01023"
"SICALLOG","NSE_EQ|INE075B01020","BSE_EQ|INE075B01020"
"SIEMENS","NSE_EQ|INE003A01024","BSE_EQ|INE003A01024"
"SIGACHI","NSE_EQ|INE0D0K01022","BSE_EQ|INE0D0K01022"
"SIGIND","NSE_EQ|INE529F01035","BSE_EQ|INE529F01035"
"SIGMA","NSE_EQ|INE0A0S01010","BSE_EQ|INE0A0S01010"
"SIGNATURE","NSE_EQ|INE903U01023","BSE_EQ|INE903U01023"
"SIGNPOST","NSE_EQ|INE0KGZ01021","BSE_EQ|INE0KGZ01021"
"SIL","NSE_EQ|INE173A01025","BSE_EQ|INE173A01025"
"SILINV","NSE_EQ|INE923A01015","BSE_EQ|INE923A01015"
"SILVER","NSE_EQ|INF209KB19F6","BSE_EQ|INF209KB19F6"
"SILVERADD","NSE_EQ|INF740KA1RE3","BSE_EQ|INF740KA1RE3"
"SILVERETF","NSE_EQ|INF789F1AYK6","BSE_EQ|INF789F1AYK6"
"SILVERIETF","NSE_EQ|INF109KC1Y56","BSE_EQ|INF109KC1Y56"
"SILVERTUC","NSE_EQ|INE625X01018","BSE_EQ|INE625X01018"
"SILVRETF","NSE_EQ|INF769K01KG6","BSE_EQ|INF769K01KG6"
"SIMBHALS","NSE_EQ|INE748T01016","BSE_EQ|INE748T01016"
"SIMPLEXINF","NSE_EQ|INE059B01024","BSE_EQ|INE059B01024"
"SINCLAIR","NSE_EQ|INE985A01022","BSE_EQ|INE985A01022"
"SINDHUTRAD","NSE_EQ|INE325D01025","BSE_EQ|INE325D01025"
"SIRCA","NSE_EQ|INE792Z01011","BSE_EQ|INE792Z01011"
"SIS","NSE_EQ|INE285J01028","BSE_EQ|INE285J01028"
"SITINET","NSE_EQ|INE965H01011","BSE_EQ|INE965H01011"
"SIYSIL","NSE_EQ|INE076B01028","BSE_EQ|INE076B01028"
"SJS","NSE_EQ|INE284S01014","BSE_EQ|INE284S01014"
"SJVN","NSE_EQ|INE002L01015","BSE_EQ|INE002L01015"
"SKFINDIA","NSE_EQ|INE640A01023","BSE_EQ|INE640A01023"
"SKIPPER","NSE_EQ|INE439E01022","BSE_EQ|INE439E01022"
"SKMEGGPROD","NSE_EQ|INE411D01015","BSE_EQ|INE411D01015"
"SKYGOLD","NSE_EQ|INE01IU01018","BSE_EQ|INE01IU01018"
"SMALLCAP","NSE_EQ|INF769K01LC3","BSE_EQ|INF769K01LC3"
"SMARTLINK","NSE_EQ|INE178C01020","BSE_EQ|INE178C01020"
"SMCGLOBAL","NSE_EQ|INE103C01036","BSE_EQ|INE103C01036"
"SMLISUZU","NSE_EQ|INE294B01019","BSE_EQ|INE294B01019"
"SMLT","NSE_EQ|INE017W01010","BSE_EQ|INE017W01010"
"SMSPHARMA","NSE_EQ|INE812G01025","BSE_EQ|INE812G01025"
"SNOWMAN","NSE_EQ|INE734N01019","BSE_EQ|INE734N01019"
"SOBHA","NSE_EQ|INE671H01015","BSE_EQ|INE671H01015"
"SOLARA","NSE_EQ|INE624Z01016","BSE_EQ|INE624Z01016"
"SOLARAPP","NSE_EQ|IN9624Z01014","BSE_EQ|IN9624Z01014"
"SOLARINDS","NSE_EQ|INE343H01029","BSE_EQ|INE343H01029"
"SOMANYCERA","NSE_EQ|INE355A01028","BSE_EQ|INE355A01028"
"SOMATEX","NSE_EQ|INE314C01013","BSE_EQ|INE314C01013"
"SOMICONVEY","NSE_EQ|INE323J01019","BSE_EQ|INE323J01019"
"SONACOMS","NSE_EQ|INE073K01018","BSE_EQ|INE073K01018"
"SONATSOFTW","NSE_EQ|INE269A01021","BSE_EQ|INE269A01021"
"SOTL","NSE_EQ|INE035D01020","BSE_EQ|INE035D01020"
"SOUTHBANK","NSE_EQ|INE683A01023","BSE_EQ|INE683A01023"
"SOUTHWEST","NSE_EQ|INE980Y01015","BSE_EQ|INE980Y01015"
"SPAL","NSE_EQ|INE212I01016","BSE_EQ|INE212I01016"
"SPANDANA","NSE_EQ|INE572J01011","BSE_EQ|INE572J01011"
"SPARC","NSE_EQ|INE232I01014","BSE_EQ|INE232I01014"
"SPECIALITY","NSE_EQ|INE247M01014","BSE_EQ|INE247M01014"
"SPENCERS","NSE_EQ|INE020801028","BSE_EQ|INE020801028"
"SPIC","NSE_EQ|INE147A01011","BSE_EQ|INE147A01011"
"SPLIL","NSE_EQ|INE978G01016","BSE_EQ|INE978G01016"
"SPLPETRO","NSE_EQ|INE663A01033","BSE_EQ|INE663A01033"
"SPMLINFRA","NSE_EQ|INE937A01023","BSE_EQ|INE937A01023"
"SPORTKING","NSE_EQ|INE885H01029","BSE_EQ|INE885H01029"
"SRD","NSE_EQ|INE01NE01012","BSE_EQ|INE01NE01012"
"SREEL","NSE_EQ|INE099F01013","BSE_EQ|INE099F01013"
"SRF","NSE_EQ|INE647A01010","BSE_EQ|INE647A01010"
"SRHHYPOLTD","NSE_EQ|INE917H01012","BSE_EQ|INE917H01012"
"SRM","NSE_EQ|INE0R6Z01013","BSE_EQ|INE0R6Z01013"
"SSDL","NSE_EQ|INE0PQ101010","BSE_EQ|INE0PQ101010"
"SSWL","NSE_EQ|INE802C01033","BSE_EQ|INE802C01033"
"STALLION","NSE_EQ|INE0RYC01010","BSE_EQ|INE0RYC01010"
"STANLEY","NSE_EQ|INE01A001028","BSE_EQ|INE01A001028"
"STAR","NSE_EQ|INE939A01011","BSE_EQ|INE939A01011"
"STARCEMENT","NSE_EQ|INE460H01021","BSE_EQ|INE460H01021"
"STARHEALTH","NSE_EQ|INE575P01011","BSE_EQ|INE575P01011"
"STARPAPER","NSE_EQ|INE733A01018","BSE_EQ|INE733A01018"
"STARTECK","NSE_EQ|INE992I01013","BSE_EQ|INE992I01013"
"STCINDIA","NSE_EQ|INE655A01013","BSE_EQ|INE655A01013"
"STEELCAS","NSE_EQ|INE124E01020","BSE_EQ|INE124E01020"
"STEELXIND","NSE_EQ|INE503B01021","BSE_EQ|INE503B01021"
"STEL","NSE_EQ|INE577L01016","BSE_EQ|INE577L01016"
"STERTOOLS","NSE_EQ|INE334A01023","BSE_EQ|INE334A01023"
"STLTECH","NSE_EQ|INE089C01029","BSE_EQ|INE089C01029"
"STOVEKRAFT","NSE_EQ|INE00IN01015","BSE_EQ|INE00IN01015"
"STYLAMIND","NSE_EQ|INE239C01020","BSE_EQ|INE239C01020"
"STYLEBAAZA","NSE_EQ|INE01FR01028","BSE_EQ|INE01FR01028"
"STYRENIX","NSE_EQ|INE189B01011","BSE_EQ|INE189B01011"
"SUBEXLTD","NSE_EQ|INE754A01055","BSE_EQ|INE754A01055"
"SUBROS","NSE_EQ|INE287B01021","BSE_EQ|INE287B01021"
"SUDARSCHEM","NSE_EQ|INE659A01023","BSE_EQ|INE659A01023"
"SUKHJITS","NSE_EQ|INE450E01029","BSE_EQ|INE450E01029"
"SULA","NSE_EQ|INE142Q01026","BSE_EQ|INE142Q01026"
"SUMICHEM","NSE_EQ|INE258G01013","BSE_EQ|INE258G01013"
"SUMMITSEC","NSE_EQ|INE519C01017","BSE_EQ|INE519C01017"
"SUNCLAY","NSE_EQ|INE0Q3R01026","BSE_EQ|INE0Q3R01026"
"SUNDARAM","NSE_EQ|INE108E01023","BSE_EQ|INE108E01023"
"SUNDARMFIN","NSE_EQ|INE660A01013","BSE_EQ|INE660A01013"
"SUNDRMFAST","NSE_EQ|INE387A01021","BSE_EQ|INE387A01021"
"SUNFLAG","NSE_EQ|INE947A01014","BSE_EQ|INE947A01014"
"SUNPHARMA","NSE_EQ|INE044A01036","BSE_EQ|INE044A01036"
"SUNTECK","NSE_EQ|INE805D01034","BSE_EQ|INE805D01034"
"SUNTV","NSE_EQ|INE424H01027","BSE_EQ|INE424H01027"
"SUPERHOUSE","NSE_EQ|INE712B01010","BSE_EQ|INE712B01010"
"SUPERSPIN","NSE_EQ|INE662A01027","BSE_EQ|INE662A01027"
"SUPRAJIT","NSE_EQ|INE399C01030","BSE_EQ|INE399C01030"
"SUPREME","NSE_EQ|INE822E01011","BSE_EQ|INE822E01011"
